NTD_ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier
2R02,2R02,New York Department of Transportation,NYSDOT,,Active,State Reporter,Rural,,,,,12/31/2019,4/30/2020,Public Transportation Bureau,50 Wolf Road,,Albany,NY,12232,,2,http://www.nysdot.gov/,1791,835422064,,,,,,,,,,,,,,
2R02-20925,2R02-072,Lewis County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,7660 State Street,,,Lowville,NY,13367,,2,https://www.lewiscounty.org/public-transportation,,181731357,,,,,,,,,,11,11,,,
2R02-20926,2R02-039,Schoharie County Public Transportation,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,114 Rock Rd,,,Cobleskill,NY,12043,,2,http://www.schohariecountypublictransit.com/,,091902239,,,,,,,,,,10,10,,,
2R02-20931,2R02-029,Greene County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,411 Main Street,,,Catskill,NY,12414,,2,http://www.greenegovernment.com/,,020661526,,,,,,,,,,8,8,,,
2R02-20932,2R02-014,Essex County Department of Community Development,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,7533 Court Street,,,Elizabethtown,NY,12932,,2,http://www.co.essex.ny.us/,,098355654,,,,,,,,,14,,14,,,
2R02-20934,2R02-034,Orleans Transit Service,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,225 West Academy Street,,,Albion,NY,14411,,2,www.myrts.com,,074043563,,,,,,,,,6,,6,,,
2R02-20935,2R02-017,Chenango County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,5 Court Street,,,Norwich,NY,13815,,2,http://www.co.chenango.ny.us,,071599500,,,,,,,,,17,,17,,,
2R02-20937,2R02-042,Sullivan County Transportation,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,100 North Street,,,Monticello,NY,12701,,2,http://www.co.sullivan.ny.gov,,084074228,,,,,,,,,1,,1,,,
2R02-20938,2R02-016,RTS Seneca ,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1372 East Main St. ,,,Rochester,NY,14609,,2,http://www.rgrta.com,,073669749,,,,,,,,,8,,8,,,
2R02-20939,2R02-018,Clinton County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,137 Margaret St,,,Plattsburgh,NY,12901,,2,http://www.clintoncountypublictransit.com/,,060538576,,,,,,,,,12,,12,,,
2R02-20940,2R02-056,Madison County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,Box 606, Wampsville,,Norwich,NY,13163,,2,http://www.ridemts.org,,075824151,,,,,,,,,,7,7,,,
2R02-20941,2R02-019,City of Corning,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1 Civic Center Plaza,,,Corning,NY,14830,,2,http://www.rideceats.com,,105594977,,,,,,,,,6,,6,,,
2R02-20942,2R02-035,Oswego County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,46 East Bridge Street,,,Oswego,NY,13126,,2,http://www.oco.org,,075824532,,,,,,,,,,32,32,,,
2R02-20945,2R02-073,Schuyler County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,105 9th Street,,,Watkins Glen,NY,14891,,2,http://www.schuylercounty.us,,039551270,,,,,,,,,,6,6,,,
2R02-20946,2R02-022,First Transit - Steuben,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1201 Clemens Center Parkway,,,Elmira,NY,14901,,2,http://ridesteuben.com/,,072876915,,,,,,,,,4,,4,,,
2R02-20947,2R02-058,RTS Genesee,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,153 Cedar Street,,,Batavia,NY,14020,,2,www.myrts.com,,073669749,,,,,,,,,10,,10,,,
2R02-20951,2R02-015,Allegany County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,7 Court Street,,,Belmont,NY,14813,,2,http://www.alleganyco.com,,085678225,,,,,,,,,,6,6,,,
2R02-20952,2R02-057,Montgomery County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,County Annex,,1500,Fonda,NY,12068,,2,www.co.montgomery.ny.us,,095239745,,,,,,,,,,5,5,,,
2R02-20953,2R02-026,Hornell Area Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,132 Thatcher Street,,,Hornell,NY,14843,,2,http://www.hatrides.com/,,022641161,,,,,,,,,11,,11,,,
2R02-20954,2R02-044,Town of Goshen,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,124 Main St,,,Goshen,NY,10924,,2,http://www.orangecountygov.com,,848524765,,,,,,,,,3,,3,,,
2R02-20957,2R02-031,County of Niagara,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,"Courthouse, 175 Hawley Street",,,Lockport,NY,14094,,2,www.niagaracounty.com,,067523886,,,,,,,,,,4,4,,,
2R02-20958,2R02-055,Cortland County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,60 Central Avenue,,,Cortland,NY,13045,,2,www.cortland-co.org,,014320075,114,"14,827",,,,,,,,16,16,,,
2R02-20959,2R02-010,Chautauqua County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,3 North Erie Street,,,Mayville,NY,14757,,2,http://chautauqua.ny.us/799/CARTS,,074035726,142,"50,269",,,,,,,26,,26,,,
2R02-20960,2R02-053,City of Oneonta,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,258 Main St,,,Oneonta,NY,13820,,2,http://www.oneonta.ny.us,,095252789,,,,,,,,,13,,13,,,
2R02-20962,2R02-030,RTS Livingston ,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,4390 Gypsy Lane,,,Mt. Morris,NY,14510,,2,www.myrts.com,,073669749,293,"694,394",,,,,,,16,,16,,,
2R02-20964,2R02-028,Fulton County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1 East Montgomery Street,,,Johnstown,NY,12095,,2,https://www.browncoach.com/commuters,,095252573,,,,,,,,,,1,1,,,
2R02-20967,2R02-020,RTS Ontario,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,2930 County Road 48,,,Hudsonville,NY,14424,,2,www.co.ontario.ny.us,,073669749,407,"981,771",,,,,,,19,,19,,,
2R02-20968,2R02-037,Rensselaer County Planning Department,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1600 Seventh Street,,,Troy,NY,12180,,2,www.rensco.com,,080469091,175,"351,997",,,,,,,,1,1,,,
2R02-20969,2R02-075,Intercity - Adirondack Trailways,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2019,4/30/2020,499 Hurley Ave.,,,Hurley,NY,12443,,2,http://www.trailwaysny.com,,008916033,,,,,,,,,,,,,,
2R02-20971,2R02-077,Intercity - Chenango Valley Bus Lines,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2019,4/30/2020,66 Tetz Rd,,,Chester,NY,10918,,2,http://www.coachusa.com/shortline/,,077504038,692,"78,823",,,,,,,,,,,,
2R02-20973,2R02-046,Town of Montgomery,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,110 Bracken Road,,,Montgomery,NY,12549,,2,www.townofmontgomery.com,,966975997,510,"641,357",,,,,,,3,,3,,,
2R02-20974,2R02-078,Intercity - First Transit (NCE),,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2019,4/30/2020,226 Arizona Ave,,,Plattsburgh,NY,12903,,2,http://www.northcountryexpress.com/,,072876915,,,,,,,,,,,,,,
2R02-20975,2R02-061,First Transit-Olean,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,23 Woodruff Street,,,Hudsonville,NY,14727,,2,www.firsttransit.com,,072876915,"1,124","181,670",,,,,,,4,,4,,,
2R02-20977,2R02-080,Intercity - Passenger Bus - NY Trailways,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2019,4/30/2020,499 Hurley Ave,,,Hurley,NY,12443,,2,http://www.trailwaysny.com,,084743623,,,,,,,,,,,,,,
2R02-20978,2R02-081,Intercity - Pine Hill-Kingston Trailways,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2019,4/30/2020,499 Hurley Ave,,,Hurley,NY,12443,,2,http://www.trailwaysny.com,,012801429,,,,,,,,,,,,,,
2R02-20980,2R02-052,Wyoming Transit Service,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,18 West Buffalo St,,,Warsaw,NY,14569,,2,https://www.myrts.com,,849267125,,,,,,,,,13,,13,,,
2R02-20981,2R02-025,Gloversville City Hall,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,3 Frontage Rd,,,Gloversville,NY,12078,,2,http://www.ride-gts.com/,,048012660,,,,,,,,,5,,5,,,
2R02-20982,2R02-082,Intercity - Shortline - Hudson Transit (1),,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2019,4/30/2020,66 Tetz Rd,,,Chester,NY,10918,,2,http://www.coachusa.com/shortline/,,011415296,,,,,,,,,,,,,,
2R02-20983,2R02-051,Wayne Area Transportation Service,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,7227 Rt 31,,,Lyons,NY,14489,,2,http://www.myrts.com/Wayne,,622022325,,,,,,,,,38,,38,,,
2R02-20986,2R02-074,Intercity-Birnie Bus,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2019,4/30/2020,248 Otis St,,630,Rome,NY,13440,,2,http://www.birniebus.com/routes.php?expandable=4,,048548135,,,,,,,,,,,,,,
2R02-20988,2R02-012,City of Port Jervis,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1 Franklin Street,,,Port Jervis,NY,12771,,2,http://www.orangecountygov.com,,111524620,,,,,,,,,3,,3,,,
2R02-20990,2R02-059,Oneida County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,800 Park Avenue,,,Utica,NY,13501,,2,http://www.ocgov.net,,075814186,,,,,,,,,,11,11,,,
2R02-20991,2R02-038,St Lawrence County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,48 Court Street,Court House,,Canton,NY,13617,,2,https://www.stlawco.org/Departments/PublicTransportation/,,075806042,,,,,,,,,,20,20,132,120,
2R02-20992,2R02-024,Franklin County Public Transportation,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,14981 State Rt. 30 North,,,Malone,NY,12953,,2,http://www.franklincony.org,,026526157,,,,,,,,,,16,16,,,
2R02-20998,,Otsego County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,197 Main Street,,,Cooperstown,NY,13326,,2,http://www.otsegocounty.com,,078310333,,,,,,,,,,17,17,,,
2R02-20999,,Columbia County-NY,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,401 State Street,,,Hudson,NY,12534,,2,http://www.columbiacountyny.com,,101005192,,,,,,,,,,4,4,,,
2R02-21000,,Yates County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",2R02,New York Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,416 Liberty Street,,,Penn Yan,NY,14527,,2,www.yatestransitservice.com,,010739760,,,,,,,,,6,,6,,,
2R02-30979,2R02-076,Intercity - Butler Motor Transit Inc,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2019,4/30/2020,7171 West Ridge Rd.,,,Fairview,PA,16415,,3,http://www.coachusa.com/shortline/,,013913264,,,,,,,,,,,,,,
2R02-30987,2R02-079,Intercity - Fullington Trailways,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,2R02,New York Department of Transportation,Intercity Bus,12/31/2019,4/30/2020,316 Cherry St,,211,Clearfield,PA,16830,,3,http://www.fullingtontours.com,,004346169,,,,,,,,,,,,,,
30001,3001,Kanawha Valley Regional Transportation Authority,KVRTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,1550 4TH AVENUE,,1188,Charleston,WV,25324,,3,http://www.rideonkrt.com/,1464,047137484,902,"191,275",214,"Charleston, WV",,"153,199","1,560",98,45,,45,,,Tier II
30002,3002,The Tri-State Transit Authority,TTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,"1120 Virginia Avenue, West",,7965,Huntington,WV,25779,,3,http://www.tta-wv.com/,1467,059851329,92,"144,339",178,"Huntington, WV-KY-OH",,"202,637","1,555",130,33,,33,,,Tier II
30003,3003,Mid-Ohio Valley Transit Authority,MOVTA,Easy Rider,Active,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,520 Juliana Street,,,Parkersburg,WV,26101,5301,3,http://www.easyriderbus.com/,1469,082956509,14,"39,587",411,"Parkersburg, WV-OH",,"67,229","1,586",42,18,,18,,,Tier II
30006,3006,Greater Richmond Transit Company,GRTC Transit System,,Active,Full Reporter,Urban,Other Publicly-Owned or Privately Chartered Corporation,,,,6/30/2019,10/31/2019,301 East Belt Boulevard,,,Richmond,VA,23224,,3,http://www.ridegrtc.com/,1458,074746470,227,"449,572",45,"Richmond, VA",,"953,556","1,938",492,120,196,316,,,Tier I (Fixed Route VOMS)
30007,3007,Greater Roanoke Transit Company,Valley Metro,,Active,Full Reporter,Urban,Other Publicly-Owned or Privately Chartered Corporation,,,,6/30/2019,10/31/2019,"1108 Campbell Avenue, S.E.",,13247,Roanoke,VA,24032,3247,3,http://valleymetro.com/,1460,139292544,43,"97,032",172,"Roanoke, VA",,"210,111","1,692",124,37,17,54,,,Tier II
30008,3008,Greater Lynchburg Transit Company,GLTC,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,419 Bradley Drive,,11286,Lynchburg,VA,24506,1286,3,http://www.gltconline.com/,1455,008955429,72,"80,846",271,"Lynchburg, VA",,"116,636","1,313",89,31,,31,,,Tier II
30009,3009,City of Petersburg ,PAT,Petersburg Area Transit,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2019,10/31/2019,100 W Washington Street,,,Petersburg,VA,23803,,3,http://www.petersburgva.gov/299/Petersburg-Area-Transit,1457,066004375,7,"72,422",45,"Richmond, VA",,"953,556","1,938",492,18,,18,,,Tier II
30010,3010,Lehigh and Northampton Transportation Authority,LANTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,1060 Lehigh Street,,,Allentown,PA,18103,,3,http://www.lantabus.com/,1419,068571777,324,"533,100",61,"Allentown, PA-NJ",,"664,651","1,919",346,76,95,171,,,Tier II
30011,3011,Altoona Metro Transit,,AMTRAN,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,3301 Fifth Avenue,,,Altoona,PA,16602,1801,3,http://www.amtran.org/,1420,059297549,25,"69,608",359,"Altoona, PA",,"79,930","2,138",37,22,12,34,,,Tier II
30012,3012,Cambria County Transit Authority,CamTran,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,502 Maple Avenue,,,Johnstown,PA,15901,,3,http://www.camtranbus.com/,1431,083959171,688,"143,679",400,"Johnstown, PA",,"69,014","1,787",39,53,,53,,,Tier I (Rail)
30013,3013,Erie Metropolitan Transit Authority,the e,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,127 East 14th Street,,,Erie,PA,16503,1062,3,http://www.ride-the-e.com/,1425,077774289,77,"189,872",183,"Erie, PA",,"196,611","2,391",82,107,,107,,,Tier II
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,CAT,Capital Area Transit,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,901 North Cameron Street,,,Harrisburg,PA,17101,,3,http://www.cattransit.com/,1427,071195879,137,"511,009",86,"Harrisburg, PA",,"444,474","1,712",260,100,23,123,,,Tier II
